"distance","avg_fare"
"46.8","177.426"
"46.9","254.3"
"47.0","251.84"
"47.1","200.12142857142857"
"47.2","221.0"
"47.3","169.17555555555555"
"47.4","194.17142857142858"
"47.5","189.48333333333332"
"47.6","121.29099999999998"
"47.7","223.86666666666665"
"47.8","214.59"
"47.9","186.29166666666666"
"48.0","124.85000000000001"
"48.1","285.15"
"48.2","230.61599999999999"
"48.3","171.195"
"48.4","222.52249999999998"
"48.5","223.606"
"48.6","148.02"
"48.7","140.21428571428572"
"48.8","123.36800000000001"
"48.9","217.5666666666667"
"49.0","175.19"
"49.2","219.82333333333338"
"49.3","187.46666666666667"
"49.4","215.88166666666666"
"49.5","120.822"
"49.6","201.135"
"49.7","165.62714285714284"
"49.8","205.36666666666667"
"49.9","244.12666666666667"
"50.0","212.14999999999998"
"50.1","249.4"
"50.2","142.36999999999998"
"50.3","300.5"
"50.4","205.425"
"50.5","229.335"
"50.6","281.25"
"50.8","248.55"
"50.9","297.7"
"51.0","131.655"
"51.1","197.81"
"51.2","209.505"
"51.3","84.58"
"51.4","230.16666666666666"
"51.5","218.9"
"51.6","268.25"
"51.7","306.3333333333333"
"51.9","163.835"
"52.0","163.265"
"52.1","287.1666666666667"
"52.2","181.47"
"52.3","290.8125"
"52.4","269.0"
"52.5","329.15"
"52.6","311.35"
"52.8","227.76999999999998"
"52.9","251.858"
"53.0","229.45"
"53.1","271.8"
"53.2","286.50000000000006"
"53.3","253.6"
"53.4","48.580000000000005"
"53.5","166.85999999999999"
"53.6","267.75"
"53.7","233.57666666666668"
"53.8","163.65"
"53.9","282.5"
"54.0","194.82"
"54.1","309.74"
"54.3","87.0"
"54.4","232.68"
"54.5","69.86"
"54.6","202.9"
"54.7","259.425"
"54.8","277.29999999999995"
"54.9","309.6"
"55.0","142.685"
"55.1","279.385"
"55.2","259.56666666666666"
"55.3","251.61499999999998"
"55.4","36.5"
"55.5","214.57999999999998"
"55.6","163.66333333333333"
"55.7","171.6142857142857"
"55.8","220.4"
"56.0","239.485"
"56.2","190.86666666666667"
"56.3","180.09666666666666"
"56.4","339.52500000000003"
"56.5","332.05"
"56.6","333.4"
"56.7","30.5"
"56.9","291.6333333333333"
"57.0","337.85"
"57.1","275.3"
"57.2","315.9"
"57.3","233.43666666666664"
"57.4","115.21333333333332"
"57.5","14.97"
"57.7","211.86"
"57.8","0.0"
"57.9","245.0"
"58.0","305.4"
"58.1","348.8"
"58.5","56.5"
"58.6","296.65"
"58.9","344.95"
"59.0","0.0"
"59.1","177.575"
"59.2","313.8"
"59.4","317.3"
"59.5","388.0"
"59.6","333.0"
"59.7","379.6"
"59.8","250.0"
"59.9","334.79999999999995"
"60.1","325.6"
"60.2","319.0"
"60.4","308.20000000000005"
"60.5","286.2"
"60.7","175.03333333333333"
"60.9","351.6"
"61.0","380.26666666666665"
"61.1","260.0"
"61.4","299.3025"
"61.5","327.8"
"61.6","150.0"
"61.7","365.95"
"61.8","336.2"
"61.9","11.45"
"62.0","350.0"
"62.2","327.1666666666667"
"62.3","340.4"
"62.4","299.625"
"62.6","222.8"
"62.9","189.35"
